Name,Authentic Player Name Search,Face Pic,Player ID,Club,Nationality,Birth Date,Age,Wage USD,Wage EUR,Wage GBP,Primary,Secondary,Tertiary,Overall
Fioravanti,Leandro Fioravanti,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p215127.png,215127,Deportivo Táchira,Argentina,1992-03-16,32,7700,7100,6000,CDM,CM,,67
Andy Rios,Andrés Ríos,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p181989.png,181989,Deportivo Táchira,Argentina,1989-08-01,34,6200,5700,4800,ST,CAM,CM,64
Robles,Carlos Robles,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p214175.png,214175,Deportivo Táchira,Colombia,1992-05-16,32,9100,8300,7100,CDM,CM,,68
H. Ruíz Díaz,Haibrany Ruíz Díaz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254036.png,254036,Deportivo Táchira,Uruguay,1992-08-31,31,9100,8300,7100,CB,,,68
Lozano,Gustavo Lozano,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276828.png,276828,Deportivo Táchira,Venezuela,2007-05-25,17,500,450,400,CM,,,58
Vargas,Edwin Vargas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p274058.png,274058,Deportivo Táchira,Venezuela,2005-11-17,18,350,300,250,GK,,,57
J. Duarte,Jesús Duarte,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p273584.png,273584,Deportivo Táchira,Venezuela,2005-12-20,18,1700,1600,1300,ST,,,59
Méndez,Carlos Méndez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p273585.png,273585,Deportivo Táchira,Venezuela,2004-01-20,20,2900,2700,2300,CM,CDM,,59
Y. Hernandez,Yanniel Hernández,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272360.png,272360,Deportivo Táchira,Venezuela,1997-07-10,26,5800,5300,4500,LB,LM,,65
Valbuena,Jesús Valbuena,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p271858.png,271858,Deportivo Táchira,Venezuela,2005-04-25,19,2200,2000,1700,CM,CDM,,60
Sosa,Carlos Sosa,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p267888.png,267888,Deportivo Táchira,Venezuela,1995-08-02,28,10500,9500,8100,CAM,LW,RW,68
J. Gutierrez,Jean Gutiérrez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p267919.png,267919,Deportivo Táchira,Venezuela,1997-12-07,26,5200,4800,4100,CB,,,64
Camargo,Jesús Camargo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p265675.png,265675,Deportivo Táchira,Venezuela,1997-12-12,26,4700,4300,3600,GK,,,65
Calzadilla,Carlos Calzadilla,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262752.png,262752,Deportivo Táchira,Venezuela,2001-11-14,22,4300,4000,3400,RW,RB,CM,62
Cova,Maurice Cova,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261648.png,261648,Deportivo Táchira,Venezuela,1992-08-11,31,11500,11000,9100,CM,CDM,CAM,69
J. Castillo,Jean Franco Castillo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p259979.png,259979,Deportivo Táchira,Venezuela,2002-10-04,21,5200,4800,4100,RW,LW,,65
C. Vivas,Carlos Vivas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260045.png,260045,Deportivo Táchira,Venezuela,2002-04-04,22,6600,6000,5100,CB,RB,,67
B. Castillo,Bryan Castillo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260065.png,260065,Deportivo Táchira,Venezuela,2001-05-14,23,6000,5500,4700,ST,,,65
D. Díaz,Diomar Díaz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p255222.png,255222,Deportivo Táchira,Venezuela,1990-03-07,34,7200,6600,5600,CM,CAM,,66
Saggiomo,Daniel Saggiomo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253911.png,253911,Deportivo Táchira,Venezuela,1998-07-02,25,6000,5500,4700,CAM,RW,LW,65
Hernández,Nelson Hernández,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252096.png,252096,Deportivo Táchira,Venezuela,1992-07-08,31,9100,8300,7100,RB,RM,RW,68
Araque,Alejandro Araque,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252123.png,252123,Deportivo Táchira,Venezuela,1995-09-14,28,9200,8400,7200,GK,,,69
A. Uribe,Anthony Uribe,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246751.png,246751,Deportivo Táchira,Venezuela,1990-10-24,33,9200,8400,7100,ST,,,67
J. Vargas,Jefre Vargas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237534.png,237534,Deportivo Táchira,Venezuela,1995-01-12,29,8100,7400,6300,RB,RM,,67
Camacho,Pablo Camacho,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p192765.png,192765,Deportivo Táchira,Venezuela,1990-12-12,33,5800,5300,4500,RB,CB,,65
Tamiche,Edicson Tamiche,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p71848.png,71848,Deportivo Táchira,Venezuela,2005-05-27,19,1900,1700,1500,CB,,,56
Mendoza,Gleiker Mendoza,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p69990.png,69990,Deportivo Táchira,Venezuela,2001-12-08,22,5500,5000,4300,LW,RW,,64
Elder,Callum Elder,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p215412.png,215412,Derby County,Australia,1995-01-27,29,5600,5100,4400,LB,,,66
Brown,Dajaune Brown,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277463.png,277463,Derby County,England,2005-10-16,18,1400,1300,1100,ST,,,56
Rooney,Jake Rooney,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p271566.png,271566,Derby County,England,2003-08-22,20,2400,2200,1900,CB,RB,,62
Luthra,Rohan Luthra,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269613.png,269613,Derby County,England,2002-05-06,22,1800,1600,1400,GK,,,54
Thompson,Liam Thompson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263918.png,263918,Derby County,England,2002-04-29,22,3600,3300,2800,CDM,CM,,64
Wilson,Kane Wilson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235618.png,235618,Derby County,England,2000-03-11,24,5400,4900,4200,RB,,,67
Blackett-Taylor,Corey Blackett-Taylor,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p230864.png,230864,Derby County,England,1997-09-23,26,8100,7400,6300,LM,RM,,68
Ward,Joe Ward,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p228894.png,228894,Derby County,England,1995-08-22,28,6500,6000,5100,RB,RM,,67
Vickers,Josh Vickers,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p224130.png,224130,Derby County,England,1995-12-01,28,4600,4200,3600,GK,,,66
Jackson,Kayden Jackson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p216227.png,216227,Derby County,England,1994-02-22,30,5600,5100,4400,ST,RM,,65
Osborn,Ben Osborn,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210985.png,210985,Derby County,England,1994-08-05,29,11000,9900,8400,LB,LM,CM,70
Bradley,Sonny Bradley,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p203749.png,203749,Derby County,England,1991-09-13,32,5400,4900,4200,CB,,,66
Barkhuizen,Tom Barkhuizen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p201240.png,201240,Derby County,England,1993-07-04,30,5900,5400,4600,LM,RM,,66
Nelson,Curtis Nelson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p200840.png,200840,Derby County,England,1993-05-21,31,10500,9400,8000,CB,,,70
Adams,Ebou Adams,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p232412.png,232412,Derby County,Gambia,1996-01-15,28,9100,8400,7100,CDM,CM,,69
Mendez-Laing,Nathaniel Méndez-Laing,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p194964.png,194964,Derby County,Guatemala,1992-04-15,32,12000,11000,9500,ST,LM,RM,70
Cashin,Eíran Cashin,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263914.png,263914,Derby County,Ireland,2001-11-09,22,10000,9300,7900,CB,,,71
Collins,James Collins,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p194018.png,194018,Derby County,Ireland,1990-12-01,33,7400,6800,5800,ST,,,67
Nyambe,Ryan Nyambe,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p228684.png,228684,Derby County,Namibia,1997-12-04,26,7400,6800,5700,RB,CB,,68
Goudmijn,Kenzo Goudmijn,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246099.png,246099,Derby County,Netherlands,2001-12-18,22,8300,7600,6500,CM,CAM,CDM,69
Robinson,Darren Robinson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p270593.png,270593,Derby County,Northern Ireland,2004-12-29,19,1700,1500,1300,CM,CDM,,55
Washington,Conor Washington,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p217758.png,217758,Derby County,Northern Ireland,1992-05-18,32,5600,5100,4400,ST,,,65
Forsyth,Craig Forsyth,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p204353.png,204353,Derby County,Scotland,1989-02-24,35,3800,3500,3000,LB,CB,,66
Fornah,Tyrese Fornah,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251420.png,251420,Derby County,Sierra Leone,1999-09-11,24,4500,4100,3500,CM,CDM,,65
Zetterström,Jacob Widell Zetterström,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247022.png,247022,Derby County,Sweden,1998-07-11,25,9000,8300,7000,GK,,,71
Robertson,Sean Robertson,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251271.png,251271,Derry City,England,2001-06-06,23,600,550,500,RB,,,56
Idehen,Duncan Idehen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247098.png,247098,Derry City,England,2002-07-03,21,500,450,400,CB,,,57
Davenport,Jacob Davenport,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p230070.png,230070,Derry City,England,1998-12-28,25,700,600,550,CDM,CM,,59
Diallo,Sadou Diallo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p230081.png,230081,Derry City,England,1999-01-10,25,700,600,550,CDM,CM,,60
Patching,Will Patching,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229718.png,229718,Derry City,England,1998-10-18,25,1100,1000,850,CAM,CM,CDM,64
Wisdom,Andre Wisdom,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p201908.png,201908,Derry City,England,1993-05-09,31,750,700,600,RB,CB,,61
O'Donnell,Luke O'Donnell,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p279146.png,279146,Derry City,Ireland,2007-06-27,17,100,100,50,CM,,,49
Whelan,Colm Whelan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p267768.png,267768,Derry City,Ireland,2000-06-29,24,750,700,600,ST,,,58
Boyce,Ronan Boyce,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253943.png,253943,Derry City,Ireland,2001-05-12,23,600,550,500,RB,,,60
O'Reilly,Adam O'Reilly,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246136.png,246136,Derry City,Ireland,2001-05-11,23,700,650,550,CDM,CM,,62
Kelly,Daniel Kelly,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p242638.png,242638,Derry City,Ireland,1996-05-21,28,800,750,650,RM,LM,RW,60
Maher,Brian Maher,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p242229.png,242229,Derry City,Ireland,2000-11-01,23,600,550,500,GK,,,63
Doherty,Ben Doherty,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235650.png,235650,Derry City,Ireland,1997-03-24,27,750,700,600,LB,LM,,61
Coll,Ciarán Coll,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231674.png,231674,Derry City,Ireland,1991-08-19,32,700,650,550,LB,CB,RB,59
Ryan,Tadhg Ryan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p227545.png,227545,Derry City,Ireland,1997-04-09,27,550,500,400,GK,,,55
Duffy,Michael Duffy,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210263.png,210263,Derry City,Ireland,1994-07-28,29,1300,1200,1000,LM,LW,,65
Hoban,Patrick Hoban,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p200845.png,200845,Derry City,Ireland,1991-07-28,32,1200,1100,950,ST,,,64
McEleney,Patrick McEleney,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p201484.png,201484,Derry City,Ireland,1992-09-26,31,1000,950,800,CAM,CM,,63
S. McEleney,Shane McEleney,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p198485.png,198485,Derry City,Ireland,1991-01-31,33,750,700,600,CB,,,61
Connolly,Mark Connolly,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p198497.png,198497,Derry City,Ireland,1991-12-16,32,800,750,650,CB,,,62
McCay,Callum McCay,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277020.png,277020,Derry City,Northern Ireland,2006-08-16,17,50,50,0,CDM,,,50
Barr,Conor Barr,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277023.png,277023,Derry City,Northern Ireland,2005-12-19,18,200,150,150,CB,,,51
Dummigan,Cameron Dummigan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p221167.png,221167,Derry City,Northern Ireland,1996-06-02,28,750,700,600,RB,CDM,,59
Mullen,Danny Mullen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244321.png,244321,Derry City,Scotland,1995-03-01,29,900,800,700,ST,,,60
McMullan,Paul McMullan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p227953.png,227953,Derry City,Scotland,1996-02-25,28,950,850,750,RM,RW,CAM,62
G. Milanov,Georgi Milanov,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p211042.png,211042,Dinamo București,Bulgaria,1992-02-19,32,3200,3000,2500,LW,RW,CAM,66
Olsen,Patrick Olsen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p220479.png,220479,Dinamo București,Denmark,1994-04-23,30,3500,3200,2700,CM,CDM,,67
Sivis,Maxime Sivis,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262788.png,262788,Dinamo București,France,1998-04-01,26,3700,3400,2900,RB,,,68
Gnahoré,Eddy Gnahoré,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p203393.png,203393,Dinamo București,France,1993-11-14,30,2700,2500,2100,CDM,CM,,66
Selmani,Astrit Selmani,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p254281.png,254281,Dinamo București,Kosovo,1997-05-13,27,2300,2100,1800,ST,,,63
Abdallah,Hakim Abdallah,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237666.png,237666,Dinamo București,Madagascar,1998-01-09,26,2600,2400,2000,ST,RW,,64
Neagu,Petru Neagu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70146.png,70146,Dinamo București,Moldova,1999-08-13,24,1700,1500,1300,LW,ST,,61
Marginean,Andrei Mărginean,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277693.png,277693,Dinamo București,Romania,2001-07-03,22,1500,1400,1200,CM,CDM,CAM,61
Bordusanu,Antonio Bordușanu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263642.png,263642,Dinamo București,Romania,2004-08-10,19,1200,1100,950,RW,LM,,62
Florescu,Andrei Florescu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262813.png,262813,Dinamo București,Romania,2002-05-30,22,1500,1400,1200,LW,RW,,58
Cîrjan,Cătălin Cîrjan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260141.png,260141,Dinamo București,Romania,2002-12-01,21,2200,2000,1700,CAM,CM,,66
Amzar,Costin Amzăr,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258421.png,258421,Dinamo București,Romania,2003-07-11,20,1500,1400,1200,LB,LM,,64
Costin,Cristian Costin,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251022.png,251022,Dinamo București,Romania,1998-06-17,26,2400,2200,1900,RB,RM,,65
Patriche,Răzvan Patriche,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251065.png,251065,Dinamo București,Romania,1986-04-29,38,1200,1100,950,CB,,,62
Ahmed,Ahmed Bani,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p248401.png,248401,Dinamo București,Romania,2002-08-22,21,1600,1400,1200,CAM,LW,RW,63
Politic,Dennis Politic,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p247674.png,247674,Dinamo București,Romania,2000-03-05,24,3900,3600,3100,LW,CAM,RW,68
Stoian,Alexandru Stoian,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74513.png,74513,Dinamo București,Romania,2005-03-12,19,450,400,350,GK,,,51
Licsandru,Cristian Licsandru,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73424.png,73424,Dinamo București,Romania,2003-03-07,21,1000,950,800,CM,,,50
Rotund,Raul Rotund,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72979.png,72979,Dinamo București,Romania,2005-11-17,18,500,500,400,CM,,,54
Pascalau,Răzvan Pașcalău,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72815.png,72815,Dinamo București,Romania,2004-05-05,20,1200,1100,950,CB,,,62
Caragea,Adrian Caragea,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72762.png,72762,Dinamo București,Romania,2005-09-07,18,750,700,600,LW,RW,,61
Rosca,Alexandru Roșca,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72802.png,72802,Dinamo București,Romania,2003-11-12,20,750,700,600,GK,,,59
Golubović,Adnan Golubović,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276650.png,276650,Dinamo București,Slovenia,1995-07-22,28,2300,2100,1800,GK,,,66
Soro,Alberto Soro,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243016.png,243016,Dinamo București,Spain,1999-03-09,25,5100,4600,3900,RW,CAM,ST,69
Boateng,Kennedy Boateng,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p238987.png,238987,Dinamo București,Togo,1996-11-29,27,3700,3400,2900,CB,,,68
Homawoo,Josué Homawoo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239011.png,239011,Dinamo București,Togo,1997-11-12,26,1700,1600,1300,CB,,,62
Hoxha,Arbër Hoxha,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p279925.png,279925,Dinamo Zagreb,Albania,1998-10-06,25,10000,9400,8000,LW,ST,LM,69
Córdoba,Juan Córdoba,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74351.png,74351,Dinamo Zagreb,Colombia,2003-07-11,20,6800,6300,5300,RW,RM,ST,68
Kačavenda,Lukas Kačavenda,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277941.png,277941,Dinamo Zagreb,Croatia,2003-03-02,21,6100,5600,4800,CAM,CM,RW,68
Stojković,Luka Stojković,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277901.png,277901,Dinamo Zagreb,Croatia,2003-10-28,20,4400,4100,3500,CAM,LW,,66
Sučić,Petar Sučić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276278.png,276278,Dinamo Zagreb,Croatia,2003-10-25,20,8500,7800,6600,CM,CDM,,70
Perković,Mauro Perković,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p274369.png,274369,Dinamo Zagreb,Croatia,2003-03-22,21,5400,4900,4200,CB,LB,,68
Filipović,Ivan Filipović,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p264424.png,264424,Dinamo Zagreb,Croatia,1994-11-13,29,4100,3800,3200,GK,,,65
Baturina,Martin Baturina,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262842.png,262842,Dinamo Zagreb,Croatia,2003-02-16,21,15500,14500,12000,CAM,CM,,76
Bulat,Marko Bulat,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261143.png,261143,Dinamo Zagreb,Croatia,2001-09-26,22,8500,7800,6600,CM,CDM,,69
Nevistić,Ivan Nevistić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261144.png,261144,Dinamo Zagreb,Croatia,1998-07-31,25,9200,8500,7200,GK,,,71
Špikić,Dario Špikić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261145.png,261145,Dinamo Zagreb,Croatia,1999-03-22,25,12000,11000,9400,RW,RM,LW,70
Zagorac,Danijel Zagorac,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244258.png,244258,Dinamo Zagreb,Croatia,1987-02-07,37,2300,2100,1800,GK,,,64
Perić,Dino Perić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244272.png,244272,Dinamo Zagreb,Croatia,1994-07-12,29,7900,7300,6200,CB,,,68
Rog,Marko Rog,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236311.png,236311,Dinamo Zagreb,Croatia,1995-07-19,28,12000,11000,9400,CM,CDM,,70
Kulenović,Sandro Kulenović,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236413.png,236413,Dinamo Zagreb,Croatia,1999-12-04,24,9400,8600,7300,ST,,,69
Mišić,Josip Mišić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231007.png,231007,Dinamo Zagreb,Croatia,1994-06-28,30,17000,15500,13000,CDM,CM,,74
Pjaca,Marko Pjaca,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229593.png,229593,Dinamo Zagreb,Croatia,1995-05-06,29,19500,17500,15000,LW,CAM,RW,73
Petković,Bruno Petković,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p215455.png,215455,Dinamo Zagreb,Croatia,1994-09-16,29,25500,23500,20000,ST,,,77
Ćutuk,Mislav Ćutuk,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74655.png,74655,Dinamo Zagreb,Croatia,2007-01-25,17,800,750,650,ST,,,62
Pavić,Branko Pavić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74018.png,74018,Dinamo Zagreb,Croatia,2006-11-07,17,250,200,200,CDM,CM,,65
Mikić,Noa Mikić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70297.png,70297,Dinamo Zagreb,Croatia,2007-01-27,17,150,150,150,RB,,,62
Mbuku,Nathanaël Mbuku,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253036.png,253036,Dinamo Zagreb,France,2002-03-16,22,11500,10500,9000,RM,ST,,71
Bernauer,Maxime Bernauer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243595.png,243595,Dinamo Zagreb,France,1998-07-01,26,8900,8200,7000,CB,,,69
Pierre-Gabriel,Ronaël Pierre-Gabriel,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p231685.png,231685,Dinamo Zagreb,France,1998-06-13,26,13500,12500,10500,RB,CB,LB,72
Theophile,Kévin Théophile-Catherine,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p190868.png,190868,Dinamo Zagreb,France,1989-10-28,34,12000,11000,9500,CB,,,71
Moharrami,Sadegh Moharrami,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244259.png,244259,Dinamo Zagreb,Iran,1996-03-01,28,11000,10000,8600,RB,RM,,70
Ogiwara,Takuya Ogiwara,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p242061.png,242061,Dinamo Zagreb,Japan,1999-11-23,24,4700,4300,3700,LB,LM,RB,66
